City,Street,Lat,Long,Rating,Note1,Partner,Bonus,Materials
Москва,"улица Маршала Захарова, 2","55,752784","37,819307","4,5",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"пр-т Рязанский, д. 99 А","55,754177","37,606505","4,5",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Котельники,"ул. Кузьминская, д. 17","55,754198","37,598645","4,7",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Большая Очаковская, д. 32","55,754223","37,635125","4,7",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"Проспект Мира, 95с1","55,754253","37,715318","4,7",Закроется в 23:45,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Нагорная, д.21, к.1","55,756118","37,777068","4,3",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Михалковская, д. 4","55,756786","37,804997","4,5",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"Шипиловская, 52","55,757769","37,406864","4,8",Закроется в 23:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"пр. Чечерский, д. 64 к. 1","55,758336","38,080187","4,7",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"Ломоносовский пр-т, д.29, корп.3","55,758341","37,413949","4,9",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"Мячковский бул., д. 13","55,761345","37,408301","4,4",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"пр. Багратионовский, д. 1А","55,762515","37,833096","4,8",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,ул.Святоозерская 1А,"55,764465","37,701978","4,5",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Красногорск,"ул. Ленина, д. 26а","55,767094","37,826727","4,8",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"Сиреневый бул., д. 28","55,771266","37,597998","4,7",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Химки,"Ленинский проспект, 1к2","55,772193","37,489571","4,1",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Соловьиная Роща, д. 11","55,772861","37,710287","4,8",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Маршала Катукова, д. 25","55,777748","37,464257","4,2",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,ул.Туристская 13 корп.2,"55,778056","37,526483","4,6",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"Ленинский проспект, д. 37а","55,77918","37,517159","4,5",Закроется в 23:30,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"Академика Анохина, 38к1","55,77952","37,665569","4,7",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"Оружейный пер., д. 5","55,784435","37,45707","4,7",Закроется в 23:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"г. Москва, Пивченкова, 7","55,790464","37,530409","4,6",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Героев-Панфиловцев, д. 8, к. 1","55,792539","37,783752","4,7",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"пер. Большой Кисловский, д. 4, стр. 1","55,792989","37,800703","4,7",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,Бутырская 95,"55,793551","37,803991","4,6",Закроется в 23:45,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Петрозаводская, д. 24А, стр. 1","55,793586","37,972515","4,6",Закроется в 23:45,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Ключевая, д. 6 к. 1","55,794593","37,492051","4,7",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Лихоборские бугры, д.6","55,795702","37,560134","4,8",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,ул. Абрамцевская 3,"55,796324","37,4887","4,5",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"Первомайская, 34/16","55,796359","37,710413","4,5",Закроется в 23:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Красногорск,Подмосковный бульвар 1,"55,797883","37,539509","4,7",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"г. Москва, Оболенский пер., д.9, корп.1","55,80217","37,406464","4,5",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Отрадная, д. 16","55,802427","37,800326","4,7",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Мытищи,"ул. 2-я Институтская, д. 24","55,802583","37,815471","4,7",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"пр. Лазоревый, д. 1А, к. 3","55,805498","37,414526","4,6",Закроется в 23:45,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,ул. Мневники 9,"55,806044","37,395455","4,8",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,Митинская 51,"55,80694","37,516925","4,6",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Красногорск,"г.Красногорск, ул.Знаменская, д.12","55,808002","37,635853","4,6",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Судостроительная, д. 41","55,810966","37,403863","4,5",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Люберцы,"ул. Урицкого, д. 14","55,815241","37,352884","4,7",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Лавочкина, д. 34","55,816283","37,81106","4,4",Закроется в 23:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"бульвар Яна Райниса, д. 2, корп. 1","55,818043","37,509298","4,6",Закроется в 23:45,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Мытищи,ул. Веры Волошиной 10,"55,819697","37,364301","4,7",Закроется в 23:45,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Мартеновская, д. 9/13","55,822301","37,514796","4,8",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"пр-т Олимпийская деревня Мичуринский, д. 19, стр. 1","55,823115","37,65585","4,6",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Криворожская, д. 27","55,82533","37,52646","4,7",Закроется в 23:45,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,Каширское шоссе 40к2,"55,826883","37,578819","4,4",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ш. Аминьевское, д. 14, к. 1","55,831671","37,30168","4,6",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,Свободы 34,"55,835801","37,298356","4,6",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Химки,"ул. Бабакина, д. 9","55,835816","37,316511","4,6",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Миклухо-Маклая, д. 36а","55,837404","37,538125","4,1",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"Ореховый б-р, д. 12, к. 1","55,841367","37,181728","4,7",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"пр-т Свободный, д. 33","55,842433","37,548249","4,6",Закроется в 23:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Сходненская, д. 25","55,847376","37,489715","4,4",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"Ходынский бульвар, д.4","55,847796","37,360052","4,4",Закроется в 23:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Шаболовка, д. 20","55,85105","37,434514","4,3",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"Верхняя Красносельская, 38/19с1","55,854032","37,475854","4,4",Закроется в 23:45,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"просп. Вернадского, д.33","55,854835","37,439275","4,3",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,ул. Ташкентская 25 к 1,"55,85883","37,4238","4,8",Закроется в 23:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Красногорск,"г. Красногорск, ул. Ленина, д. 55","55,865475","37,60284","4,7",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Академика Арцимовича, д. 13","55,867147","37,530885","4,6",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Академика Виноградова, д. 1","55,867647","37,49347","4,7",Закроется в 23:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"г. Москва, Садовая-Спасская, 21/1","55,868791","37,665215","4,3",Закроется в 23:45,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"проспект Вернадского, д. 39","55,870193","37,633805","4,8",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Кировоградская, д. 12, к. 2","55,874561","37,63827","4,6",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Цюрупы, д. 13","55,879556","37,533697","4,9",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"б-р Измайловский, д. 31","55,883707","38,780819",,,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Широкая, д. 12","55,884833","37,603753","4,8",Закроется в 23:45,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Долгоруковская, д. 39/6","55,886515","37,659104","4,5",Закроется в 23:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,Краснобогатырская 29,"55,886519","37,446937","4,8",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,ул. Нагорная 30к1,"55,892183","37,597369","4,7",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,Талдомская 15,"55,893415","37,450072","4,8",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Балашиха,"ул. Кольцевая, д. 20","55,893854","37,389607","4,7",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,пр-т Маршала Жукова 52,"55,894879","37,573052","4,3",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Пресненский Вал, д.5","55,895762","37,45266","4,7",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"Можайское шоссе, д. 28","55,900905","38,061861","4,7",Закроется в 23:30,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Гиляровского, д. 40","55,9038543701172","37,3847122192383","4,7",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"Духовской пер, д. 14","55,905856","37,551995","4,5",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Пришвина, д. 26","55,910644","37,867708","4,6",Закроется в 23:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Новокузьминская 1-я, д. 18","55,923932","37,755805","4,4",Закроется в 23:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,Митинская 40,"55,926877","37,857342","4,3",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"Осенний бульвар, д.18","55,931608","37,49806","4,6",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Бахрушина, д. 28","55,939615","37,517213","3,9",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Медиков, д. 20","55,941949","37,34682","4,7",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"Ленинградский проспект, д. 74а","55,952742","38,053875","4,4",Закроется в 23:45,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Миклухо-Маклая, д. 33","55,97873","37,743094","4,8",Закроется в 23:59,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Реутов,"ул. Октября, вл. 10","55,988122","37,232393","4,7",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"бульвар Дмитрия Донского, д. 11","55,996213","37,216942","4,8",Закроется в 23:45,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"Кутузовский пр-т, 24","56,008319","37,449659","4,6",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Кировоградская, д. 23 А","56,329178","38,144865","4,5",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,Хорошевское ш.68,"56,333265","36,731321","4,6",Закроется в 23:45,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Санкт-Петербург,"ул. Кораблестроителей, д. 44, к. 1","59,957012","30,228974","4,6",Спешим открыться 6 декабря!,Вкусвилл,50 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Белгород,"ул. Попова, д. 25","50,601549","36,589819","4,7",Закроется в 22:00,Вкусвилл,50 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Брянск,"ул. Авиационная, д. 28","53,260166","34,326307","4,8",Закроется в 22:00,Вкусвилл,50 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Владимир,"ул. Большая Московская, д. 40","44,492649","40,404317",,Закроется в 22:00,Вкусвилл,50 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Волгоград,"ул. Рабоче-Крестьянская, д. 31","48,692392","44,492649","4,9",Спешим открыться 10 октября!,Вкусвилл,50 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Вологда,"ул. Мира, д. 11","59,22045","39,888621",        ,Закроется в 22:00,Вкусвилл,50 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Воронеж,"ул. Кирова, д. 26","51,656635","39,188429","4,4",Спешим открыться 16 октября!,Вкусвилл,50 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Иваново,"пр-т Ленина, д. 9","56,996995","40,975969","4,9",Закроется в 22:00,Вкусвилл,50 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Казань,"ул. Чистопольская, д. 16/15Закроется в 22:00","55,818569","49,109675","4,9",,Вкусвилл,50 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Калуга,"ул. Кирова, д. 1","54,516067","36,246689",        ,Закроется в 22:00,Вкусвилл,50 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Кострома,"ул. Магистральная, д. 20","57,741992","40,91792",,Спешим открыться в начале октября!,Вкусвилл,50 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Курск,"ул. Ленина, д. 94","51,747176","36,193931",        ,Закроется в 22:00,Вкусвилл,50 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Липецк,"ул. П.И.Смородина, д. 13, стр. А","52,588658","39,535422",,Спешим открыться этой осенью!!,Вкусвилл,50 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Нижний Новгород,"ул. Первоцветная, д. 2","56,264522","44,020719",,Закроется в 22:00,Вкусвилл,50 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Ростов-на-Дону,"ул. Пушкинская, д. 197","47,229317","39,73262","4,7",Спешим открыться 17 октября!,Вкусвилл,50 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Рязань,"пл. Театральная, д. 1","54,622085","39,757539","4,7",Закроется в 22:00,Вкусвилл,50 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Смоленск,"ул. Николаева, д. 23","54,772426","32,03598","4,7",Закроется в 23:00,Вкусвилл,50 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Тамбов,"ул. Советская, д. 161","52,73813","41,452337",,Закроется в 22:00,Вкусвилл,50 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Тверь,"пл. Гагарина, д. 5","56,846711","35,944424","4,8",Спешим открыться 1 декабря!,Вкусвилл,50 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Тула,"пр-т Красноармейский, д. 11/3","54,1966276910072","37,6021339312132","4,8",Закроется в 22:00,Вкусвилл,50 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Ульяновск,"ул. Карла Макса, д. 13А, к. 3","54,319769","48,395945",,Закроется в 22:00,Вкусвилл,50 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Чебоксары,"пр-т Максима Горького, д. 12","56,149717","47,194943",,Спешим открыться 1 ноября!,Вкусвилл,50 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Ярославль,"г. Переславль-Залесский , Ростовская ул, д. 1","56,739016","38,85572",,1 ноября откроем первый ВкусВилл в Переславле-Залесском,Вкусвилл,50 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
